item_id,revenue,store_id,transaction_id,discount_code,customer_id,item_category,quantity,payment_method,timestamp,unit_price
ITEM00410,243.12,S005,KURGMTJVW31C,,8gq4vm13,Clothing,2,Transfer,2024-12-07 21:07:43,121.56
ITEM00921,810.40,S019,AF7Z4SZM12AW,,29x5lal5,Sports,5,Card,2024-12-07 18:36:12,162.08
ITEM00941,756.33,S002,QIZRJ48L94WO,,qffp5ny1,Groceries,3,Mobile,2024-12-07 17:44:34,252.11
ITEM00551,238.46,S014,BFAQNC4429W1,,6dm5nva7,Sports,2,Cash,2024-12-07 20:29:53,119.23
ITEM00916,78.32,S019,8BMAAW1WCMT7,,55jmpggd,Sports,1,Card,2024/12/07 07:58:30,78.32
ITEM00335,2464.10,S003,L1G2UNDQUH7I,,rmx1vzap,Groceries,5,Cash,2024-12-07 11:32:07,492.82
ITEM00149,1807.28,S020,XCF4KZSEQGAN,,lt62u15o,Electronics,4,Transfer,07-12-24 08:20,451.82
ITEM00748,9.44,S014,XTCFSBNB70UF,,0tpj7c9j,Groceries,2,Transfer,2024-12-07 01:56:36,4.72
ITEM00879,709.00,S013,LC16X7YNSLQM,,4oaxlw5m,Sports,4,Cash,2024-12-07 05:34:37,177.25
ITEM00524,840.38,S012,6Y07BONN443B,,zpr6h2u8,Home,2,Transfer,2024-12-07 22:29:06,420.19
ITEM00142,774.40,S001,JQ54BG5C2107,,6jc15gyi,Toys,5,Mobile,2024-12-07 21:34:18,154.88
ITEM00551,406.89,S001,UEX1ERGWT282,,9nfr72hn,Clothing,1,Cash,2024/12/07 22:17:05,406.89
ITEM00930,515.94,S002,JFNL86O1BXMT,,7zheqn66,Groceries,2,Transfer,12/07/2024 01:48AM,257.97
ITEM00533,333.63,S004,TY2LTUBRW62W,,y4948jo5,Electronics,3,Transfer,2024/12/07 10:16:08,111.21
ITEM00650,381.06,S011,QB5ON46OTN4L,,h7rpv6wb,Sports,3,Mobile,07-12-24 08:33,127.02
ITEM00908,424.50,S013,1E6U4GN9SLXS,,oztcnhdm,Clothing,3,Card,2024-12-07 03:31:13,141.50
ITEM00233,339.10,S015,HP386FSRKQ32,,rnv8ofgs,Groceries,1,Cash,12/07/2024 06:13AM,339.10
ITEM00156,2472.95,S015,7JHHZLYRAQQA,,dropv3ce,Groceries,5,Mobile,12/07/2024 07:06AM,494.59
ITEM00007,396.03,S008,LDBLMC6XKNE8,,4dq6xnve,Electronics,3,Mobile,2024-12-07 11:19:59,132.01
ITEM00487,999.34,S012,R84A3NDPYN89,,awhcrcwr,Toys,2,Transfer,2024-12-07 17:15:32,499.67
ITEM00893,1286.12,S013,XKMLMK4XL1T4,,vpc5bj6s,Toys,4,Card,2024-12-07 19:59:24,321.53
ITEM00679,780.80,S011,FQGH53VQAL7J,,yjzevbds,Electronics,5,Mobile,2024-12-07 00:07:00,156.16
ITEM00396,15.23,S007,R3I93QF2HP4C,,vjih4f1x,Electronics,1,Transfer,2024/12/07 05:19:15,15.23
ITEM00431,519.05,S019,83MH8QGKNHX3,,3zvwqq5z,Electronics,5,Mobile,2024-12-07 15:48:50,103.81
ITEM00178,116.22,S012,4K2V4ZPPZ99F,,be1uggjm,Toys,2,Cash,2024/12/07 10:30:18,58.11
ITEM00408,473.15,S020,XLUN6UFCR5LV,,ds1s5y9h,Home,5,Transfer,2024-12-07 16:12:33,94.63
ITEM00805,818.04,S007,MQH0CECI1ZSM,,cks3my11,Home,4,Card,07-12-24 23:20,204.51
ITEM00066,1268.65,S008,ZIPSHYNNKB47,,rykn8a28,Home,5,Cash,2024-12-07 12:21:55,253.73
ITEM00912,2023.95,S007,0F0Q8RL6AB6B,,hmng4pse,Electronics,5,Card,2024-12-07 00:44:15,404.79
ITEM00330,1367.10,S011,D97OIE00EJHR,,r5rsb3ce,Electronics,3,Mobile,2024-12-07 23:31:12,455.70
ITEM00898,255.55,S019,GTG6ZOM2OYHZ,,cqgzdkmq,Home,5,Mobile,2024-12-07 06:51:17,51.11
ITEM00081,1825.30,S018,P2WAGHPAYIW1,,azp79uvh,Groceries,5,Transfer,2024-12-07 15:47:11,365.06
ITEM00094,499.29,S001,9E6UU3YJEIXV,,e4l1667h,Home,1,Transfer,2024-12-07 01:18:53,499.29
ITEM00936,879.78,S003,BS3VOPP5T33J,,zym4dzjq,Electronics,2,Cash,2024-12-07 03:14:11,439.89
ITEM00943,1469.20,S019,YKHAMRX7Y91Q,,tvv95kjf,Sports,4,Transfer,2024-12-07 15:05:09,367.30
ITEM00049,694.95,S018,M0GZ8TBF8AWS,,l2kda2ua,Sports,5,Cash,12/07/2024 01:37AM,138.99
ITEM00758,675.16,S009,RJFVOHOCG2KE,,mv0akjtd,Clothing,2,Transfer,12/07/2024 07:58AM,337.58
ITEM00562,209.94,S006,Y7Z32OX1G28P,,fl9nejf1,Sports,3,Cash,2024-12-07 00:41:51,69.98
ITEM00121,7.20,S011,A1QZVYM63YWC,,e46ivaol,Toys,4,Cash,2024-12-07 23:38:37,1.80
ITEM00590,1527.64,S006,7TGNQRBEIIA7,,qj6g6cdd,Toys,4,Transfer,2024-12-07T12:15:27,381.91
ITEM00967,610.96,S007,91YFOPDKHV4B,,imnm4zpd,Home,2,Cash,2024-12-07T23:22:32,305.48
ITEM00610,1763.80,S011,ZL0KGSXH5Y3S,,zvo9qt9h,Toys,4,Card,07-12-24 06:48,440.95
ITEM00905,1243.00,S015,9NAPDHY2XLBL,,aofw8xuj,Toys,5,Transfer,2024-12-07 18:18:54,248.60
ITEM00499,190.68,S011,8WH77G70G58J,,wpxow7ns,Toys,3,Mobile,2024-12-07 10:22:22,63.56
ITEM00581,446.27,S014,DIHR107TEDQG,,kvw4mlqp,Toys,1,Cash,2024-12-07 17:37:12,446.27
ITEM00087,1479.08,S013,2TULYO3SGFSU,,nyng5fm8,Electronics,4,Mobile,2024-12-07 02:36:28,369.77
ITEM00141,455.64,S003,S2BUG35I0803,,a4fit3nu,Toys,1,Card,2024-12-07 02:51:09,455.64
ITEM00123,347.42,S012,FW9BFH2I0FIT,,1q2txvp9,Clothing,1,Mobile,2024-12-07 02:27:42,347.42
ITEM00471,1884.60,S009,3IATKE1314LK,,ao3ncy9u,Home,4,Card,2024-12-07 18:31:52,471.15
ITEM00594,1537.95,S004,ESPB4SCAAJ7H,BLACKFRI,1c8po6am,Sports,5,Cash,2024/12/07 10:32:35,307.59
ITEM00420,434.14,S009,K4GD4FUXAZK8,,v983jc01,Electronics,1,Mobile,07-12-24 04:03,434.14
ITEM00747,472.28,S006,XPESHA6LZKBR,,elm5tsdp,Home,1,Transfer,2024-12-07 06:22:45,472.28
ITEM00853,187.80,S004,2O2KP3JR3G6C,,7s445y4t,Groceries,5,Cash,2024/12/07 02:08:33,37.56
ITEM00870,413.49,S009,BKBG0IM28SSA,,micrnbqo,Clothing,1,Card,2024-12-07 01:45:04,413.49
ITEM00091,1059.24,S015,WU5SYQDCW4TL,,r99tgs7h,Electronics,4,Transfer,2024-12-07 01:39:50,264.81
ITEM00308,1258.35,S011,GW43KIJKNQWK,,17vpzvim,Groceries,3,Cash,2024-12-07 20:29:03,419.45
ITEM00319,309.61,S018,DDWHPOORN7N0,,297sels3,Sports,1,Card,2024/12/07 09:44:39,309.61
ITEM00201,267.74,S008,UVIK6CNF7RQC,,fzuo88v7,Sports,1,Mobile,2024-12-07 20:46:43,267.74
ITEM00590,1472.28,S018,FG6BPZO9SN3E,,sjz1b2r2,Clothing,4,Transfer,07-12-24 13:13,368.07
ITEM00842,180.36,S015,6FONM4YDPOPD,,brdyamsu,Electronics,4,Card,2024-12-07T04:04:56,45.09
ITEM00845,1059.80,S008,W325GZMMPMZ6,,t4psyyw0,Groceries,5,Transfer,2024-12-07 06:49:40,211.96
ITEM00847,409.74,S008,H8FVXRNE5YAZ,,ukbr3pt4,Clothing,1,Cash,2024-12-07 21:13:27,409.74
ITEM00147,1655.15,S020,A6BMLA4QRY3V,,0ujgvcvu,Sports,5,Mobile,12/07/2024 11:49AM,331.03
ITEM00469,768.82,S003,PJ1GEV8CZNQ8,,vzyz72yw,Home,2,Card,2024/12/07 16:34:52,384.41
ITEM00824,1061.85,S012,WQT0YJYJ321R,,7bpj4tt8,Toys,3,Transfer,07-12-24 01:23,353.95
ITEM00173,1334.50,S009,3NSVNAIU7HQP,,i4324h90,Electronics,5,Cash,2024-12-07 02:56:16,266.90
ITEM00677,467.87,S008,LKGRP0247GOF,,ilkos2i1,Groceries,1,Cash,2024-12-07 08:28:07,467.87
ITEM00950,432.77,S003,VKVUDQZG2R7U,,opqvndbz,Sports,1,Transfer,12/07/2024 08:47PM,432.77
ITEM00784,319.88,S001,YEC9WBSM149M,,jm44ni8n,Home,2,Transfer,07-12-24 00:52,159.94
ITEM00233,497.88,S015,P26GFQTG7HZL,,zzb7qa4f,Sports,2,Mobile,2024-12-07 01:03:52,248.94
ITEM00991,2451.05,S007,G1IQ76PR77NT,,fxustbrm,Home,5,Transfer,2024-12-07 06:46:50,490.21
ITEM00632,657.51,S018,MM0TOKDZGEUJ,,dmgs9hdt,Sports,3,Transfer,07-12-24 04:38,219.17
ITEM00550,484.08,S001,9CK6XPQOHQZ8,,r5885yss,Toys,4,Card,2024-12-07 07:02:11,121.02
ITEM00739,1096.44,S014,GAYB3LTKG3OJ,,1mdc6yis,Toys,3,Transfer,2024-12-07 12:01:53,365.48
ITEM00785,1605.90,S004,RB00XP27J432,,uwqd6yn5,Sports,5,Transfer,2024-12-07 17:59:28,321.18
ITEM00245,119.55,S011,E98NFX0NRQ27,,7g2qehcb,Clothing,3,Cash,2024-12-07 04:10:39,39.85
ITEM00621,902.34,S018,BZ9J9L4MYIYH,,ex9t3io3,Electronics,3,Card,2024-12-07 06:34:14,300.78
ITEM00110,1296.25,S011,MSAJV3RE9QLJ,,qwjk4smt,Sports,5,Card,2024-12-07 15:32:46,259.25
ITEM00512,301.35,S018,N7BKS93F4KZL,,jk68c0y2,Clothing,1,Transfer,2024-12-07 20:36:52,301.35

ITEM00279,746.08,S009,W1HF0AI1Q0IP,,cc2hhi73,Sports,4,Card,2024-12-07 19:22:02,186.52
ITEM00211,447.70,S018,P6I0TTCP01VW,,y5f8nswh,Electronics,2,Card,2024-12-07 05:24:26,223.85
ITEM00730,22.92,S006,TJE1LAO6Q3Z0,,08lvpd4n,Home,2,Transfer,2024-12-07 10:55:38,11.46
ITEM00219,1601.64,S017,4HYEF2L0PI88,,32a4tmze,Sports,4,Cash,2024-12-07 10:26:20,400.41
ITEM00256,695.66,S017,RBGWVNG0GTPF,,76zl8bx3,Toys,2,Mobile,2024-12-07 19:55:42,347.83
ITEM00080,11.60,S001,0WUOWJ09IOGL,,abatfebi,Electronics,5,Mobile,2024-12-07 06:16:05,2.32
ITEM00186,271.35,S010,IZN1TTKN4E45,,36wderu2,Home,1,Mobile,2024/12/07 17:07:05,271.35
ITEM00349,368.37,S005,SWSQPBQ7EA3M,,38eq4cyy,Electronics,1,Mobile,2024/12/07 11:07:05,368.37
ITEM00961,1372.59,S009,X7VJ10PKTNOW,,fsaa6azh,Electronics,3,Transfer,12/07/2024 02:59PM,457.53
ITEM00800,529.12,S008,QJ0ARSG8F47Y,,5hilejqo,Clothing,4,Card,2024-12-07 08:07:35,132.28
ITEM00978,1997.40,S008,PBXB5V4E6F0R,,suke8xo7,Clothing,4,Transfer,2024-12-07 22:41:17,499.35
ITEM00198,1455.30,S008,MMSXSN1QDYD7,,xtjn7ldh,Toys,3,Cash,2024-12-07 20:04:54,485.10
ITEM00892,507.54,S015,Z6KD7GI809QC,,cpgbk0uc,Toys,2,Cash,2024-12-07 09:05:16,253.77
ITEM00445,80.86,S001,BFNXRL47VZ0P,,a8n5d34g,Groceries,2,Mobile,2024-12-07 10:56:50,40.43
ITEM00606,353.37,S019,9LPHUIVL9YH8,,soxlopjl,Toys,1,Cash,2024-12-07 04:54:07,353.37
ITEM00359,2398.70,S001,7YGB316UF1TI,,xz1nw8jk,Groceries,5,Cash,07-12-24 07:12,479.74
ITEM00296,253.97,S015,MI96IDV1G0FQ,,uy3e8cun,Electronics,1,Mobile,07-12-24 18:25,253.97
ITEM00655,906.04,S020,DAKG8RHCLQ9D,,ac15di4y,Groceries,4,Cash,2024-12-07 02:24:56,226.51
ITEM00787,138.87,S003,TA6C0641UDXU,,jiqpkns7,Toys,1,Card,2024-12-07 21:07:30,138.87
ITEM00473,641.13,S019,UD6W0H67WPRB,,vzvasi75,Sports,3,Cash,2024-12-07 03:47:46,213.71
ITEM00469,697.68,S019,EQW2N5EOYUN4,,yswznq6k,Toys,4,Cash,12/07/2024 05:44AM,174.42
ITEM00422,744.84,S011,VP8V6RRY2WA6,,g02i6uk1,Groceries,4,Card,12/07/2024 01:14AM,186.21
ITEM00962,435.14,S003,UOMBI36N4A0M,,chwspugw,Clothing,2,Card,2024-12-07T16:44:41,217.57
ITEM00033,491.59,S007,917V3M13O1BS,,3y2aeyxm,Toys,1,Cash,07-12-24 18:08,491.59
ITEM00647,442.53,S006,C3L4AT6TOEZ1,,ihn20bwd,Home,3,Mobile,12/07/2024 10:40AM,147.51
ITEM00635,1928.04,S002,GAVFXC6I4N4P,,eejmv2f6,Electronics,4,Mobile,12/07/2024 02:17AM,482.01
ITEM00244,455.12,S004,5TYAGI9UOLGL,,7rz6k4mk,Home,1,Cash,2024-12-07 23:04:58,455.12
ITEM00422,958.42,S013,47MVO9KWMOGY,,slb7jl6l,Sports,2,Transfer,2024-12-07 07:16:29,479.21
ITEM00816,491.33,S007,DNOQ3XW4WYRW,,j4tp1c3h,Home,1,Card,2024-12-07 09:38:20,491.33
ITEM00210,48.20,S012,J80CSB57VVJ0,,dbwu5p86,Clothing,5,Mobile,07-12-24 03:34,9.64
ITEM00838,966.04,S019,JQAVD2XN7DNH,,l9etn0e9,Toys,2,Card,12/07/2024 05:30AM,483.02
ITEM00119,426.25,S020,KUDS01AAGITS,,uroyuawd,Toys,5,Mobile,2024-12-07 06:11:17,85.25
ITEM00736,2372.30,S018,5I8ZUIHH6IPZ,,zw1z9yud,Home,5,Transfer,12/07/2024 04:45PM,474.46
ITEM00218,183.76,S005,3TTVGTEKT3DH,,4k586xpi,Groceries,4,Mobile,2024-12-07 21:46:06,45.94
ITEM00964,219.26,S005,FEFPQ50O0FJK,,rvjqzplj,Groceries,2,Transfer,07-12-24 18:59,109.63
ITEM00974,688.98,S009,K0NL1HUWJ4X1,,latzql3r,Groceries,3,Transfer,2024-12-07 13:37:28,229.66
ITEM00293,372.20,S004,YAPG2AZ7GKXQ,,fsveegs1,Groceries,1,Mobile,12/07/2024 09:25AM,372.20
ITEM00595,7.80,S006,1T04UBG0X4VS,,gex2jfwy,Clothing,2,Transfer,2024-12-07T06:13:39,3.90
ITEM00858,106.58,S018,0R2E4UGDAYGR,,lw3y7g2i,Toys,1,Card,07-12-24 04:57,106.58
ITEM00913,76.59,S013,AXRBI1DDM6TF,,3fytem2f,Groceries,3,Transfer,2024-12-07 00:29:29,25.53
ITEM00853,1833.12,S002,8AUWQYU7DPNU,,iemyxadl,Groceries,4,Mobile,2024-12-07 08:32:43,458.28
ITEM00919,701.80,S006,YJIEUYP7PRM9,,2cup5rb9,Home,5,Transfer,12/07/2024 08:38PM,140.36
ITEM00329,371.11,S011,Z7IGOIMFWQHA,,p3dxjhqn,Groceries,1,Mobile,2024-12-07 22:59:10,371.11
ITEM00488,221.22,S011,6E4Z1WMJZEFZ,,ookeihqj,Clothing,3,Card,2024-12-07 21:08:28,73.74
ITEM00527,350.27,S019,UCED6IFJJFMJ,,xrxll9vm,Groceries,1,Cash,2024-12-07 11:26:27,350.27
ITEM00035,1159.92,S002,6BXHNZTVB9WB,,votvzg86,Electronics,4,Mobile,2024/12/07 22:08:49,289.98
ITEM00119,1179.84,S014,1ONA6ZZQAUUA,,qcdwna2l,Electronics,4,Mobile,2024-12-07 10:07:29,294.96
ITEM00988,270.61,S011,L0KJYZHGS50N,,78df9sse,Clothing,1,Transfer,2024/12/07 09:19:25,270.61
ITEM00177,2183.60,S005,9ZYGCQWHR1E0,,7td04xfp,Home,5,Transfer,2024-12-07T09:05:12,436.72
ITEM00422,1277.37,S012,TQSJEOPZ8C57,,dmkmk9u9,Home,3,Mobile,2024-12-07 22:08:46,425.79
ITEM00433,980.40,S010,J4W8C3ZB58M7,,fdmt3q13,Clothing,5,Transfer,2024/12/07 11:19:57,196.08
ITEM00506,2440.50,S011,2YQO0RZ4XG8I,,7mudencr,Electronics,5,Mobile,2024-12-07 17:30:21,488.10
ITEM00185,450.60,S020,B2PS5U9Q1PG4,,d98gomc6,Toys,4,Cash,2024-12-07 23:31:30,112.65
ITEM00059,200.80,S005,M27375C98THX,,l7ij90ql,Electronics,4,Card,12/07/2024 11:26PM,50.20
ITEM00703,272.73,S018,1ZNI1MKSLO87,,t7inudfz,Electronics,1,Transfer,2024-12-07 16:46:30,272.73
ITEM00098,509.80,S017,8QCNXHB9FP9Z,,5dz63mj3,Groceries,4,Card,2024-12-07 01:41:14,127.45
ITEM00904,948.02,S009,1DDT8YK4CUC6,,071nmo3d,Toys,2,Mobile,12/07/2024 12:26PM,474.01
ITEM00190,45.12,S001,KN8YE9PN93ZG,,e8qonih0,Home,2,Card,2024/12/07 01:43:20,22.56
ITEM00057,1374.42,S020,3WQ07CL8WP44,,pjb8ze1r,Toys,3,Mobile,2024-12-07 21:03:33,458.14
ITEM00728,77.00,S014,CWE81OBLXBV3,,atvhygqz,Home,2,Cash,07-12-24 19:28,38.50
ITEM00814,2265.05,S014,0AMHLTT7R9V0,,lu88tdp1,Toys,5,Transfer,2024-12-07 12:59:39,453.01
ITEM00168,515.73,S004,IQUY5CCBSYQY,,yw2k2ykk,Clothing,3,Transfer,2024-12-07 20:19:00,171.91
ITEM00208,1557.48,S002,20KLZGWQWVJN,,j6eoko7e,Groceries,4,Cash,2024-12-07 17:27:48,389.37
ITEM00223,485.88,S015,N7WFMUEHG832,,uiw0jufz,Electronics,3,Mobile,2024/12/07 23:14:55,161.96
ITEM00638,564.04,S011,3DXX8TF7UD4H,,t7mnoedd,Groceries,2,Transfer,2024-12-07 00:28:44,282.02
ITEM00313,1938.48,S017,M1WFQ717Y5GI,,o3mz4vqh,Home,4,Transfer,2024-12-07T04:28:58,484.62
ITEM00210,391.62,S017,0IJLMAEFCWYS,,885itsza,Electronics,3,Card,2024-12-07 10:48:38,130.54
ITEM00561,654.42,S013,GZF8LCRO2P36,,nokyaa8x,Clothing,2,Card,2024-12-07 19:18:53,327.21
ITEM00204,1037.13,S011,KXGXVV0FHLGE,,nuqpw6ka,Toys,3,Transfer,2024-12-07 08:04:24,345.71
ITEM00960,774.00,S004,GC06L8ZG6MLI,,5man7knm,Sports,3,Transfer,07-12-24 14:26,258.00
ITEM00542,727.82,S014,BF9S2U8U23WU,,bwm15gm8,Electronics,2,Cash,2024-12-07 14:07:54,363.91
ITEM00918,157.69,S016,X0P851P28XAW,,5x34bxk2,Electronics,1,Cash,12/07/2024 09:29AM,157.69
ITEM00845,1141.96,S012,9VP0SC7SV71A,,swl1rdas,Home,4,Mobile,2024-12-07 09:39:25,285.49
ITEM00408,1160.05,S019,314CZOVFV7HW,,ylroiaw9,Groceries,5,Transfer,12/07/2024 01:13AM,232.01
ITEM00345,1549.84,S015,VK6X3G8SE59R,,kon8u3hp,Clothing,4,Mobile,2024-12-07 10:07:39,387.46
ITEM00323,398.28,S010,XZDOSVN5L6ES,,j0gdecf7,Toys,2,Card,2024-12-07 17:51:55,199.14
ITEM00704,511.75,S018,EJYCCD0BCQKJ,,dv35gsgc,Toys,5,Mobile,2024-12-07T03:23:41,102.35
ITEM00183,389.50,S010,4RA80BGS2Q0O,,ycgwdl2k,Sports,5,Transfer,2024-12-07 05:57:21,77.90
ITEM00247,1566.50,S017,7A1GQE1IE7X9,,1jipm6tu,Clothing,5,Transfer,2024/12/07 14:56:11,313.30
ITEM00735,954.50,S013,ZLZVBEKA7QHY,,d553qbkl,Home,2,Transfer,2024-12-07T20:06:15,477.25
ITEM00009,1267.44,S006,G6A1AT2EYF8A,,0twpwhvf,Toys,4,Mobile,2024-12-07 21:37:46,316.86
ITEM00275,64.76,S008,TOA2LTH8G6IR,,4su7yjtx,Electronics,1,Mobile,2024-12-07 11:06:13,64.76
ITEM00151,990.80,S004,FYGG7K19EVQB,,xq1l84cj,Electronics,2,Card,2024-12-07 18:31:59,495.40
ITEM00700,388.26,S006,ERZ5967W921F,,brs3xs2p,Toys,3,Card,2024-12-07 23:56:36,129.42
ITEM00978,146.76,S013,B69BX32IXQIP,,uprd00qi,Groceries,2,Transfer,07-12-24 17:35,73.38
ITEM00108,502.54,S010,R88GT706KYLV,,q0sfybvo,Groceries,2,Card,2024-12-07 16:41:36,251.27
ITEM00329,439.77,S001,2MFX1LEQI9FC,,loqkie6q,Sports,1,Transfer,2024-12-07 02:19:01,439.77
ITEM00170,392.85,S002,VVS92REOWS4Z,,hya7uiet,Home,3,Card,2024-12-07 08:33:27,130.95
ITEM00256,389.92,S007,Z2A3WG1I77GN,,d7u2b1ts,Toys,1,Card,07-12-24 03:50,389.92
ITEM00821,275.30,S005,WRN4UIYXE4SW,,huwpb83u,Sports,5,Mobile,2024-12-07 19:00:11,55.06
ITEM00601,384.42,S009,T4U61TRQNWTO,,tcdjf2gm,Electronics,1,Cash,07-12-24 09:55,384.42
ITEM00704,368.53,S016,90SESGIEXR92,,r886fcej,Home,1,Card,2024-12-07 13:33:22,368.53
ITEM00309,769.88,S012,5TPPNUEPDUZO,,wp61w2iy,Toys,4,Transfer,12/07/2024 06:52AM,192.47
ITEM00612,1563.48,S011,VRPK92WU1RG1,,dab4qi59,Electronics,4,Cash,07-12-24 08:47,390.87
ITEM00896,732.98,S005,HXCTYB6GCSWI,,5jy0kkrf,Home,2,Transfer,2024-12-07 05:51:29,366.49
ITEM00006,1419.20,S019,4K230Q3QA7UQ,,ervtfqdu,Sports,4,Mobile,2024-12-07 09:29:50,354.80
ITEM00937,2142.70,S013,4HBR4RBCSC87,,nrb8ngl4,Sports,5,Cash,2024-12-07 07:54:36,428.54
ITEM00136,193.62,S006,P215KRGT5SB6,,jgucf1ek,Electronics,2,Cash,2024/12/07 12:55:09,96.81
ITEM00908,1318.40,S003,P2QHGDG0BV5R,,tkxz0rw9,Sports,4,Transfer,2024-12-07 07:45:33,329.60
ITEM00700,1220.28,S013,CFS990M2M6JN,,yb5bq5tz,Home,3,Card,2024-12-07 19:38:42,406.76
ITEM00276,1187.25,S006,F8M2XLEGW63X,,7wiautl2,Home,5,Transfer,2024-12-07 17:17:27,237.45
ITEM00712,300.44,S020,WPRGAP6OTOG1,,qqew0rja,Groceries,4,Cash,2024-12-07 10:53:01,75.11
ITEM00278,952.71,S010,1KAZV6WNA30K,,3t4zbe4i,Groceries,3,Card,2024-12-07T02:34:58,317.57
ITEM00687,41.92,S001,RK7SOOITBTOB,,rvcf7c8t,Sports,1,Cash,2024-12-07 09:34:13,41.92
ITEM00200,597.36,S011,7C5QVO1PBTVR,,974ppwwl,Toys,3,Mobile,07-12-24 18:24,199.12
ITEM00041,2394.30,S016,6TKKR2DX91KQ,,0tsgtno1,Groceries,5,Transfer,2024-12-07 16:49:34,478.86
ITEM00910,853.84,S013,ZL9C3PFQ67M7,,t3e9vauj,Groceries,2,Cash,2024-12-07 05:53:34,426.92
ITEM00207,211.76,S018,1JZOOYWUHFRL,,iduxmklu,Sports,1,Card,2024-12-07 07:40:02,211.76
ITEM00211,745.86,S003,73PLJV61BAFT,,o4qaz32l,Clothing,2,Mobile,2024-12-07 00:00:15,372.93
ITEM00898,2232.55,S003,O98Z2MF017FC,,nhhlv69c,Groceries,5,Cash,2024-12-07 05:36:42,446.51
ITEM00929,1491.64,S015,6NKV2HA3B15B,,otkunurl,Home,4,Transfer,07-12-24 16:46,372.91
ITEM00306;96.98;S008;EHELYJRG4KW4;;k0onyu7g;Electronics;2;Mobile;2024-12-07 16:28:34;48.49
ITEM00674,953.38,S001,ETB3KW49HM7X,,jyzml5mn,Groceries,2,Cash,2024-12-07 02:28:36,476.69
ITEM00656,387.09,S003,NJ0C2WKJYVDL,,aqi0p47c,Clothing,1,Mobile,2024-12-07 00:09:52,387.09
ITEM00530,402.44,S011,AKTVMC6STLGY,,gw8x3kdd,Toys,1,Card,2024/12/07 15:46:53,402.44
ITEM00538,997.76,S005,VFH5X14QANYX,,8wu55c5w,Sports,4,Card,2024-12-07 08:45:01,249.44
ITEM00160,968.32,S010,BSZYQE55NHF4,,1fec5htq,Sports,4,Mobile,2024-12-07 07:51:50,242.08
ITEM00712,895.58,S010,IAJ8JR78ICVL,,hr43e7jj,Clothing,2,Cash,2024-12-07 03:05:52,447.79
ITEM00540,1145.97,S013,VBU6IJX4ZBTR,,lyfm4psq,Toys,3,Transfer,2024-12-07 18:20:37,381.99
ITEM00782,1683.56,S009,5LFGRAVFMZ3L,,pc8mg29v,Clothing,4,Cash,2024/12/07 05:00:37,420.89
ITEM00235,274.89,S007,A6IL5QHGBVSZ,,mmhqw69x,Electronics,3,Mobile,2024-12-07 13:39:14,91.63
ITEM00651,643.28,S018,TSQ29K3246VC,,z17977yy,Electronics,4,Card,2024-12-07 20:45:08,160.82
ITEM00045,957.42,S012,EU4HTOWQAODZ,,3wes2vnd,Toys,3,Transfer,07-12-24 13:14,319.14
ITEM00268,$1522.4,S013,CCS4V6305SXM,,on5cdw9p,Clothing,5,Cash,12/07/2024 06:08AM,$304.48
ITEM00033,1146.45,S006,45201V5ZD0YX,,2e8n3eg3,Sports,3,Mobile,12/07/2024 06:04PM,382.15
ITEM00861,860.88,S002,SU3COJ295P1C,,1ccy105x,Toys,2,Card,12/07/2024 11:31PM,430.44
ITEM00263,1070.92,S019,4MYKKWDD9FKP,,m4amyq4j,Electronics,4,Card,2024-12-07 21:07:24,267.73
ITEM00798,325.23,S010,4NEVGTDD5671,,23ptj5xs,Toys,1,Card,12/07/2024 08:07PM,325.23
ITEM00278,84.09,S007,EPRNAD9PPRMQ,,zvorxc44,Home,3,Cash,2024-12-07 10:19:48,28.03
ITEM00346,16.84,S008,HJH0DYSGP0MJ,,uq99pws8,Clothing,2,Transfer,2024-12-07T16:45:19,8.42
ITEM00114,167.54,S017,645HA8G7JOUG,,5m55z0fg,Clothing,2,Mobile,2024-12-07 09:16:36,83.77
ITEM00942,978.92,S007,6BKWH8E7BI3R,,42el0ihn,Clothing,2,Transfer,2024-12-07 20:08:05,489.46
ITEM00744,408.28,S010,MNWKCUT54EHX,,zvrg4u5f,Home,2,Card,07-12-24 10:41,204.14
ITEM00621,1620.05,S013,SOOPI3GSBCM0,,am9ye77j,Toys,5,Mobile,2024-12-07 18:35:31,324.01
ITEM00526,745.00,S008,JRM97PY2Z96Q,,7o3hkvpl,Clothing,4,Transfer,2024-12-07 12:41:09,186.25
ITEM00579,388.05,S014,Z54V9RBUQ93Y,,i7jlrun0,Groceries,5,Card,2024-12-07 03:02:57,77.61
ITEM00083,1469.75,S008,NFW3XIRHMXFB,,ysqj32q9,Sports,5,Mobile,07-12-24 03:03,293.95
ITEM00479,402.00,S003,ACDDWJETF1R8,,zmzuq8a1,Sports,4,Cash,12/07/2024 06:21PM,100.50
ITEM00318,291.90,S005,4VK5VWXEERGC,,m94sl42u,Electronics,1,Transfer,2024/12/07 05:09:53,291.90
ITEM00855,650.44,S006,BE0MYIDUEBXU,,tmyu08qg,Electronics,2,Card,2024-12-07 09:17:31,325.22
ITEM00048,102.02,S007,MSAPPB710MYV,,fxf4us3s,Toys,2,Transfer,2024-12-07 11:43:51,51.01
ITEM00402,1658.75,S007,T2K1S7CGFKNM,,fmoz2nd4,Clothing,5,Mobile,2024-12-07 18:11:43,331.75
