quantity,payment_method,revenue,item_category,unit_price,customer_id,item_id,storeid,timestamp,transaction_id
4,Transfer,1107.12,Groceries,276.78,ru4hjxvo,ITEM00216,S009,2025-09-03 12:51:41,CHUYT9OPBFSK
5,Transfer,1449.70,Electronics,289.94,hc2c7hlz,ITEM00965,S005,03-09-25 01:19,QXQUGB5HJJG5
2,Mobile,528.64,Toys,264.32,goavi3ah,ITEM00227,S012,2025-09-03 06:50:24,XPD4VFOPX878
3,Mobile,763.92,Electronics,254.64,t8mnf0o3,ITEM00787,S004,2025-09-03 11:18:31,5I84W88ZJPFL
3,Mobile,919.68,Toys,306.56,5en7hltp,ITEM00223,S009,2025-09-03 03:46:28,8B3Y9R6AUKRK
4,Mobile,1423.96,Clothing,355.99,ow8xgqiv,ITEM00866,S015,2025-09-03T19:55:32,P57RHSNL3RP2

2,Mobile,935.54,Sports,467.77,i49q1lmy,ITEM00695,S010,2025-09-03T14:56:41,CCWF4DAYVSEE
2,Cash,527.50,Clothing,263.75,2i0v61f3,ITEM00156,S006,2025-09-03 19:46:51,U67J1JD6WZHL
2,Transfer,93.92,Sports,46.96,txgd1x5j,ITEM00839,S004,2025-09-03 04:39:36,1YSK0A2LVGD1
2,Card,494.68,Home,247.34,z6770qzq,ITEM00741,S003,2025-09-03 03:10:29,DOYQKLZQV5LX
1,Cash,416.25,Groceries,416.25,e8qr746t,ITEM00921,S011,2025-09-03 05:22:14,4EMICQ0LXCP2
3,Cash,1025.49,Home,341.83,t4z8431s,ITEM00483,S015,2025-09-03 00:33:05,RCNA4EQLLBVC
2,Card,329.24,Toys,164.62,hali7ti3,ITEM00394,S005,09/03/2025 11:04PM,VYZUX5NZMFSR
4,Transfer,1188.68,Electronics,297.17,syxm7adh,ITEM00214,S008,09/03/2025 03:32AM,4ELCFCNA96NF
4,Card,1440.76,Home,360.19,5wrah4l5,ITEM00550,S019,03-09-25 17:57,2V4Z6E3ELMAU
2,Cash,654.38,Groceries,327.19,33ma995g,ITEM00458,S006,09/03/2025 08:59PM,S7TI99QMRGF3
1,Card,120.05,Home,120.05,3lt3dkj5,ITEM00712,S001,2025/09/03 04:14:20,ZUYBOTHWB3MX
2,Card,792.24,Groceries,396.12,33ernyqh,ITEM00715,S007,2025-09-03 13:51:47,CZ42NBHO8EZ9
3,Transfer,1426.26,Clothing,475.42,178tm6nv,ITEM00661,S020,2025-09-03 19:39:59,4ZTLFAZDFHTU
1,Transfer,156.90,Clothing,156.90,jdgwn6b4,ITEM00313,S017,2025-09-03 09:24:08,Q58EDFG10W35
4,Mobile,1131.68,Groceries,282.92,xj53c2p0,ITEM00070,S015,2025-09-03 20:28:59,E4EAAOD1VK6J
4,Mobile,451.28,Groceries,112.82,5j871ywn,ITEM00156,S002,2025-09-03T09:52:04,FU8VW5C4Z6V3
1,Cash,218.65,Sports,218.65,6y4tvedo,ITEM00492,S019,2025-09-03 17:13:42,D9IJ8ZBSAV2X
2,Mobile,790.14,Electronics,395.07,nk22e0k4,ITEM00150,S018,2025-09-03 09:53:59,2DDZIYBHII4A
1,Mobile,81.70,Clothing,81.70,4f40li8k,ITEM00865,,09/03/2025 12:03AM,6UMKKDIRLMYY
5,Transfer,2205.20,Electronics,441.04,ctmhebu9,ITEM00877,S020,2025-09-03 00:59:38,9ZD8OI8VFD4D
2,Cash,141.04,Toys,70.52,fhhstkcg,ITEM00298,S008,2025-09-03 18:08:18,BMIHCGU93SQT
4,Cash,1639.00,Toys,409.75,4bwktqth,ITEM00496,S019,09/03/2025 08:54PM,J79PTJLQOZ3Q
2,Card,299.18,Sports,149.59,axi8c8ua,ITEM00169,S014,09/03/2025 08:07AM,QIVCGUEGXXRW
5,Mobile,289.35,Clothing,57.87,hfpwgqmf,ITEM00367,S017,2025-09-03 05:57:17,EYEQAU5FGFHI
4,Mobile,1676.24,Electronics,419.06,mnqsyw75,ITEM00754,S010,03-09-25 03:08,5388AORTY1JO
4,Card,1554.76,Clothing,388.69,nvsft7t2,ITEM00381,S005,2025-09-03 10:01:01,Y430APOTXTFZ
4,Transfer,1791.48,Electronics,447.87,q8s1z7u3,ITEM00382,S008,2025-09-03 01:15:48,SMY8CAKLJKXU
1,Card,39.46,Sports,39.46,zbgk8814,ITEM00224,S008,2025/09/03 15:47:33,6ICJKTTDK32Y
4,Mobile,1846.44,Electronics,461.61,utcqcl3i,ITEM00345,S004,2025-09-03 14:35:18,ZWTXAJVUDHGZ
1,Card,147.70,Electronics,147.70,gngn9num,ITEM00670,S008,2025-09-03 11:00:23,5RQSHZK9V1DS
1,Mobile,133.51,Toys,133.51,9csrc8q5,ITEM00368,S007,2025-09-03 09:38:35,D61STH69BA9M
4,Cash,80.00,Electronics,20.00,6kh4x9ch,ITEM00980,S004,2025-09-03T21:19:46,GUGXJ0CSCGLH
2,Card,909.86,Sports,454.93,6kz0j93c,ITEM00842,S001,2025-09-03 04:48:30,QAVHZ8F5A854
1,Cash,29.54,Groceries,29.54,kl6wt69o,ITEM00114,S012,2025-09-03 03:31:07,IOY53NFWU5RT
4,Mobile,1683.36,Home,420.84,07jbjjmw,ITEM00381,S011,09/03/2025 10:48AM,4FPZGL3AEES0
1,Card,8.66,Toys,8.66,gfuwyqsg,ITEM00974,S017,2025-09-03 18:05:05,IO22J1V4OU9S
2,Mobile,781.10,Toys,390.55,evajgy9f,ITEM00775,S001,2025-09-03 19:00:19,4UMJRT8O0208
5,Card,538.90,Electronics,107.78,9p2kgujt,ITEM00883,S011,2025-09-03 19:30:09,OZZQI4T39RD1
4,Cash,375.32,Sports,93.83,52ka1hcq,ITEM00433,S017,2025-09-03 10:46:24,Y1V3E2E14ERD
1,Card,5.28,Toys,5.28,si2m8z6f,ITEM00129,S010,2025-09-03 20:32:47,G4XFGPH7SCW2
3,Cash,252.03,Groceries,84.01,k6v01ebs,ITEM00391,S019,2025-09-03 05:08:06,1UBV93MOQ8HF
2,Mobile,445.10,Home,222.55,l8cx2a4m,ITEM00602,S002,2025-09-03 06:42:43,57HTKW7TJXFJ
1,Mobile,480.99,Groceries,480.99,f6ftg8to,ITEM00404,S020,2025-09-03 05:42:18,YT1F3IXNF29K
1,Card,94.75,Home,94.75,wefzshtn,ITEM00836,S017,2025-09-03 16:59:48,L24QQAW7GVCU
1,Card,55.84,Sports,55.84,twzyat0v,ITEM00066,S010,2025-09-03T01:06:13,TWKX7MRV0FI0
5,Cash,974.25,Groceries,194.85,0m24srfe,ITEM00183,S009,03-09-25 21:14,C0333TJU0KKP
3,Transfer,745.62,Groceries,248.54,bm5behlr,ITEM00559,S001,2025-09-03 11:38:24,DV6G6TXNLJNR
5,Transfer,602.05,Toys,120.41,xage5cug,ITEM00527,S012,2025-09-03 05:11:44,8N0E4B77L577
5,Mobile,1929.60,Home,385.92,7suj6ys3,ITEM00964,S007,2025-09-03 06:06:53,DSF6D4SYNDB4
2,Card,8.40,Home,4.20,ky52r4yd,ITEM00455,S003,2025/09/03 02:09:04,10UHRVMW27KW
1,Cash,153.24,Toys,153.24,01pop7se,ITEM00853,S010,2025-09-03 02:44:16,OYWFBSX259OH
1,Mobile,422.65,Sports,422.65,9jc779it,ITEM00651,S017,09/03/2025 02:23AM,PIWP5JTLS5NG
5,Cash,186.60,Toys,37.32,m8721cvc,ITEM00335,S011,03-09-25 17:18,JEE7DQXWK5WV
5,Card,350.75,Groceries,70.15,41m7qo6n,ITEM00279,S004,2025-09-03 10:32:58,PBNNDJELFQJA
5,Cash,653.75,Sports,130.75,6dtq0mue,ITEM00946,S001,2025-09-03 12:47:50,AWJJFUEBIC6S
3,Cash,221.64,Toys,73.88,ht8164l9,ITEM00783,S012,2025-09-03 01:25:21,0G0XKMANBK3Z
1,Transfer,382.73,Clothing,382.73,tcq0zvct,ITEM00041,S015,2025-09-03 00:01:02,GGN7F2430PUY
5,Card,1688.40,Clothing,337.68,k6w27ldn,ITEM00617,S014,03-09-25 05:38,SWM6DC8J2WHU
3,Card,869.22,Toys,289.74,2zfopszv,ITEM00431,S005,2025-09-03 23:43:13,FN09CALRHGZ5
5,Transfer,1126.05,Home,225.21,6aamd3bh,ITEM00339,S010,2025-09-03T09:11:51,6958D9K64ANC
3,Cash,999.60,Electronics,333.20,i14zu35q,ITEM00708,S003,2025-09-03 07:13:10,F0QXJAZYC9IX
1,Card,261.68,Sports,261.68,3f0sn42z,ITEM00143,S007,2025-09-03 05:29:32,OB8E39PSCJ9U
1,Card,74.51,Home,74.51,4kmrs9aj,ITEM00066,S005,2025-09-03 19:12:21,JE5KCKAUUOB6
4,Card,1301.64,Clothing,325.41,6wizx5h4,ITEM00607,S010,2025-09-03 01:46:38,REAX70M93XPN
4,Cash,898.84,Home,224.71,n4faqth6,ITEM00887,S015,2025-09-03 21:47:12,SF25GHQ3CXPX
4,Mobile,882.04,Electronics,220.51,s8a4invv,ITEM00617,S019,2025-09-03 02:00:03,W2SG92AJBJ19
1,Cash,156.08,Home,156.08,3w7ef5po,ITEM00132,S016,2025-09-03 05:08:34,O0ALEB1NVVV0
5,Mobile,405.30,Electronics,81.06,dr9uoe8c,ITEM00820,S020,2025-09-03 12:15:21,3USSAJ46FDQ5
3,Card,630.60,Toys,210.20,xq28xtue,ITEM00792,S013,2025-09-03 13:41:59,YD8Q3E9KD5CY
2,Transfer,876.50,Sports,438.25,2zzqzbqt,ITEM00896,S012,2025-09-03 03:33:12,520EAKTXWXKH
5,Card,5.40,Groceries,1.08,m1lvdbqk,ITEM00181,S017,2025/09/03 17:11:03,QTTFRAB128ZN
2,Mobile,834.08,Electronics,417.04,qwa5ft0s,ITEM00444,S019,2025-09-03 18:47:32,05Y8OSA40BMG
2,Mobile,247.34,Sports,123.67,j5kbiirk,ITEM00086,S001,09/03/2025 03:36AM,XRBPOYHPRTP8
2,Card,432.58,Home,216.29,tcjd1qlv,ITEM00955,S019,2025-09-03 15:02:37,NUM5Z1JV2O0M
1,Cash,220.61,Groceries,220.61,4x9jpepa,ITEM00984,S008,2025-09-03 19:36:26,R85SEA6LBZ66
2,Transfer,328.66,Clothing,164.33,lgp247r2,ITEM00733,S010,2025-09-03 22:20:56,YHM5JB2S665X
2,Mobile,165.48,Groceries,82.74,zc53elce,ITEM00482,S001,2025/09/03 15:30:21,PXYDR8CZC4IE
2,Cash,968.06,Groceries,484.03,hs7ei7bh,ITEM00808,S012,2025/09/03 16:16:28,Y5QQUSQNFIZ0
5,Card,181.25,Groceries,36.25,mrc82gm2,ITEM00869,S009,2025-09-03 20:36:51,5O4F171UJIVD
2,Mobile,74.06,Home,37.03,xf3h7m4s,ITEM00141,S019,2025-09-03 11:19:06,EPB8FUAVJAEY
1,Mobile,65.45,Clothing,65.45,xonvqsvf,ITEM00426,S005,2025-09-03 13:51:25,XA4JY369OTXB
4,Cash,1139.04,Home,284.76,4plojir7,ITEM00254,S009,09/03/2025 02:58PM,4M6EA9IQZPGP
4,Transfer,374.04,Clothing,93.51,x3bohe8y,ITEM00779,S004,2025-09-03 03:24:02,UQJ4BQ2YL7FF
2,Cash,109.48,Home,54.74,529fde7t,ITEM00967,S019,2025-09-03 20:12:48,TNPRYEVKN174
3,Mobile,403.47,Clothing,134.49,op1dulpl,ITEM00188,S019,2025/09/03 04:06:11,UQ9254Z8AEV8
5,Cash,1720.40,Home,344.08,0f4z48xo,ITEM00969,S017,2025-09-03 02:10:00,BTVH6ZWQFMXR
1,Transfer,97.98,Clothing,97.98,ugnhtvex,ITEM00251,S003,2025/09/03 23:35:46,YB2UDWQZ5G2F
1,Mobile,482.15,Home,482.15,jog809tu,ITEM00406,S004,03-09-25 20:27,TTJSRA0PDUNH
1,Cash,406.82,Home,406.82,pgf2283x,ITEM00156,S002,2025-09-03 07:31:38,V4AWCD9DIHES
5,Card,304.30,Toys,60.86,oizev70w,ITEM00155,S020,03-09-25 22:02,7NR4PS57303R
2,Mobile,763.82,Clothing,381.91,9i2qrb5d,ITEM00127,S020,2025/09/03 16:43:04,S0UZGJHY9R3V
1,Card,136.50,Groceries,136.50,k5tctnni,ITEM00800,S004,09/03/2025 06:55PM,NB41E6LEOB6V
1,Mobile,178.02,Electronics,178.02,9r281ejr,ITEM00431,S017,2025-09-03 10:36:53,RNCX8UEK7NIN
4,Transfer,973.28,Sports,243.32,6z8tvdbx,ITEM00392,S002,2025-09-03T23:46:51,JB57WOXYJQL3
5,Cash,320.20,Toys,64.04,uasdkel9,ITEM00703,S002,2025-09-03 23:14:03,I598DHTEZUH4
4,Cash,643.80,Toys,160.95,aodi90wm,ITEM00472,S009,2025-09-03 20:43:09,473WLR57YUAL
1,Card,157.64,Clothing,157.64,alhc0cdo,ITEM00374,S006,09/03/2025 01:52PM,JY5BSW6F5QX6
2,Cash,919.42,Sports,459.71,ri7jbcww,ITEM00235,S019,2025-09-03T21:49:21,RYEHHHNOG2BP
3,Transfer,1198.26,Groceries,399.42,f0snyq5g,ITEM00788,S019,2025-09-03 13:29:59,5NHN01Q5IGFG
1,Cash,387.75,Sports,387.75,52g2ccoo,ITEM00690,S014,09/03/2025 12:52AM,4HV5TFKJ96DF
4,Mobile,307.16,Home,76.79,rc0wx4ei,ITEM00589,S013,2025/09/03 06:59:50,43OTGTSFJTTU
5,Transfer,1763.40,Clothing,352.68,w1w66kwo,ITEM00125,S017,2025/09/03 08:32:16,NFYJFRB65SS9
2,Transfer,503.92,Toys,251.96,78n9bx0x,ITEM00058,S004,2025-09-03 13:21:27,5Y210778KKYR
5,Mobile,319.15,Sports,63.83,boyl1wqv,ITEM00989,S009,2025-09-03 07:48:48,2TI0SQ6549SN
4,Mobile,1422.48,Groceries,355.62,gyt1muna,ITEM00573,S004,2025-09-03 21:58:30,MVI5CUCCX8VM
2,Mobile,515.62,Clothing,257.81,6yk92tdp,ITEM00762,S003,09/03/2025 11:00PM,8TUSM22R1T65
2,Cash,554.60,Sports,277.30,0lauejfn,ITEM00109,S007,2025-09-03 17:46:08,INXPO4B2W6V8
2,Card,179.34,Toys,89.67,iatp42vm,ITEM00921,S007,09/03/2025 04:50PM,IKC4QBDL9ZMP
1,Transfer,291.84,Toys,291.84,i9ax5qrm,ITEM00695,S001,03-09-25 02:51,VJ2O0J0NRH0X
1,Card,217.62,Groceries,217.62,v2e3yfkq,ITEM00725,S010,2025-09-03 11:39:07,MRD79GAA5OY3
4,Transfer,162.32,Groceries,40.58,qwart3v1,ITEM00868,S014,2025-09-03 12:38:34,7D94FLZDLNDT
5,Card,2275.30,Toys,455.06,0lfjk56h,ITEM00521,S002,2025-09-03 23:00:02,BBWDE9J8BJL2
5,Cash,1179.75,Sports,235.95,8cemnwl3,ITEM00617,S005,2025-09-03 05:24:24,LO02YA9OOHVB
2,Mobile,332.92,Toys,166.46,oet68zfd,ITEM00757,S004,2025-09-03 19:27:42,L4VA8EEC5SZ2
1,Transfer,485.17,Home,485.17,ar3udhad,ITEM00238,S014,2025-09-03 20:36:31,EC1H4J80R63P
5,Card,1319.95,Toys,263.99,fcgrnmp5,ITEM00797,S008,2025/09/03 18:45:23,3K38RW72SVF2
1,Card,286.51,Sports,286.51,lknf4gol,ITEM00204,S009,2025-09-03 19:40:36,142TWDXSDC4C
5;Transfer;2074.7;Home;414.94;q3102ue5;ITEM00607;S007;2025/09/03 23:23:51;R5TJ47TA3CSJ
1,Transfer,21.51,Clothing,21.51,hwds4j5y,ITEM00965,S017,2025/09/03 15:17:04,1RMQHB4NGKE2
1,Mobile,404.22,Clothing,404.22,pr39ax5z,ITEM00393,S016,2025-09-03 20:49:08,OCH4KSYH71W8
2,Transfer,998.66,Sports,499.33,6imkdgx0,ITEM00811,S018,2025-09-03 00:54:25,8JNOYQUY4DQX
4,Mobile,4.60,Sports,1.15,e1xp4e5o,ITEM00635,S017,09/03/2025 09:54PM,9HF0YTTU1LPB
5,Transfer,656.15,Home,131.23,4zrpbooz,ITEM00048,S010,2025-09-03 20:58:27,95LYIO613673
5,Mobile,1294.00,Groceries,258.80,tc68yaar,ITEM00914,S009,03-09-25 19:11,CTDDT8IQKAZL
1,Cash,220.86,Clothing,220.86,y5qclmfy,ITEM00018,S010,2025/09/03 18:35:30,HBVEXIV6BSB7
2,Cash,317.00,Groceries,158.50,ybd9ms8n,ITEM00423,S002,2025-09-03 23:58:56,R0HNUF0YW847
3,Card,349.71,Home,116.57,qiyouz58,ITEM00636,S009,03-09-25 02:17,8D7MKC9XZI7I
5,Transfer,579.35,Sports,115.87,9exhk2xh,ITEM00983,S009,09/03/2025 01:41PM,S27O4J1FIJA1
1,Transfer,404.55,Home,404.55,113j2e8g,ITEM00315,S001,2025-09-03 16:42:53,IJ45XOR6WW2A
4,Cash,49.68,Sports,12.42,vt2bqvc0,ITEM00176,S019,2025-09-03 15:20:08,GGCK382UH9ZS
2,Mobile,555.98,Home,277.99,klvf0d68,ITEM00685,S012,03-09-25 00:04,DBVJ2IY1DRHW
3,Card,767.10,Sports,255.70,prizst85,ITEM00748,S019,2025-09-03 06:11:29,TAEMSMKFY96N

3,Transfer,1456.74,Home,485.58,deha39e6,ITEM00644,S004,2025-09-03 21:03:52,RRT4I7ZNMD40
1,Transfer,100.46,Electronics,100.46,bca7mwre,ITEM00095,S019,2025-09-03 23:57:28,COA14PFX75AG
2,Cash,920.60,Toys,460.30,49n2v7xg,ITEM00870,S002,2025-09-03T03:01:41,B7PY0TDVUW5G
4,Cash,1597.28,Groceries,399.32,3wg7cww3,ITEM00975,S012,2025-09-03T04:33:37,4WZ2R2GIM9IF
4,Card,658.80,Electronics,164.70,o83pctvv,ITEM00114,S009,09/03/2025 02:39AM,LI29O2NXAU2Y
1,Mobile,166.15,Clothing,166.15,5kx6wrco,ITEM00215,S013,03-09-25 12:50,5WGSVM4O2101
5,Mobile,1126.95,Sports,225.39,das758bg,ITEM00877,S006,2025-09-03 15:09:45,MCWMC0IGVTG4
2,Mobile,345.28,Electronics,172.64,r5m971l2,ITEM00548,S009,09/03/2025 09:39PM,UG7NAF9CHS6O
2,Cash,283.72,Clothing,141.86,ky27egd1,ITEM00469,S020,2025-09-03 12:27:32,GR8RMN7XPMAE
4,Card,1641.40,Toys,410.35,l4t0murz,ITEM00009,S016,2025-09-03 07:48:47,08FIH4ZH6ATJ
4,Mobile,1702.20,Sports,425.55,igo11o4z,ITEM00943,S014,2025-09-03 02:58:13,B45M3MRK1TZ1
4,Cash,198.16,Clothing,49.54,gwpmrxto,ITEM00620,S014,2025-09-03T17:38:08,8X0PTGLMY71I
3,Card,1271.28,Sports,423.76,f2imphwf,ITEM00705,S016,2025-09-03 19:34:08,AQC7OZG7BBVZ
5,Card,2325.45,Groceries,465.09,s80mdxnr,ITEM00152,S006,09/03/2025 09:12AM,AJKXOS74RRMY
1,Mobile,347.49,Groceries,347.49,j84zvht0,ITEM00409,S004,2025-09-03 07:30:32,A09O6OLL869B
3,Cash,655.56,Groceries,218.52,kjik8fn8,ITEM00126,S013,2025-09-03 15:11:42,CW7HLAVLC8T6
4,Cash,224.64,Sports,56.16,4nrv6emv,ITEM00131,S020,2025-09-03 21:16:59,H4J7O23TL0YH
1,Cash,454.59,Clothing,454.59,farzbr1a,ITEM00971,S018,2025-09-03 08:37:23,GOASJJ7LAW2J
5,Transfer,156.35,Groceries,31.27,ryt70lg7,ITEM00566,S014,09/03/2025 06:27AM,W4005PXXFGAA
3,Card,432.90,Clothing,144.30,4ek7sbym,ITEM00481,S013,2025-09-03 07:34:59,N8WHL0XWY0LY
2,Cash,707.06,Sports,353.53,o3ib561b,ITEM00500,S012,2025-09-03 07:53:26,SK3PKP6UAL0Z
4,Cash,653.80,Toys,163.45,q1v4i82l,ITEM00275,S009,2025-09-03 06:57:49,OR9G8R3GVL5V
2,Mobile,45.68,Groceries,22.84,kikt83zy,ITEM00822,S004,2025-09-03 22:17:40,SXHVGOAR1S1L
5,Mobile,594.75,Toys,118.95,pbv91uhx,ITEM00599,S001,2025-09-03 00:08:51,114N7CDXB82C
3,Cash,966.33,Home,322.11,w0t4exbf,ITEM00807,S006,03-09-25 06:29,4M7IMQC236CX
5,Cash,2429.60,Home,485.92,3d0ob0n9,ITEM00324,S016,2025-09-03 14:30:48,Q8XFD3E17QP7
4,Mobile,956.44,Clothing,239.11,8aj83m5e,ITEM00746,S013,09/03/2025 05:07PM,MAYZJYUORCON
2,Card,102.28,Clothing,51.14,ki0dfact,ITEM00159,S013,2025-09-03T04:04:20,CTWITLNFGFPT
3,Mobile,10.53,Clothing,3.51,f0zcm67r,ITEM00236,S005,2025-09-03 10:21:29,DRTMEX6FL390
2,Cash,224.20,Clothing,112.10,u79z4bhv,ITEM00653,S002,2025-09-03 10:28:12,QN09LGZ07YWA
1,Mobile,219.77,Toys,219.77,rpe2bndy,ITEM00966,S016,2025-09-03T08:43:44,NBF2SGJ9HQIS
4,Card,1560.44,Sports,390.11,6acyy1uz,ITEM00446,S016,09/03/2025 04:37PM,BEE0P6IF21SK
3,Cash,1257.33,Toys,419.11,bzgcgn9t,ITEM00129,S001,2025-09-03 21:53:04,F6VLZHO0414K
3,Card,958.65,Electronics,319.55,6q9iiazn,ITEM00078,S014,2025-09-03 03:26:25,TSSE8BJ6WHZ7
3,Transfer,1446.42,Electronics,482.14,gyfxj9ga,ITEM00954,S015,2025-09-03 07:26:26,ELY5LJJ11UDR
5,Card,639.25,Home,127.85,phhrlqta,ITEM00806,S003,2025-09-03 10:07:19,FPD1ZQ8LBZ0H
4,Mobile,862.68,Electronics,215.67,darkkr4p,ITEM00650,S010,2025-09-03 16:11:20,I7D4N7EF36NL
4,Cash,1730.96,Electronics,432.74,f4hvfv6e,ITEM00212,S015,2025-09-03 16:29:12,77E8FGIJM34W
3,Cash,108.18,Clothing,36.06,kpzq9vsv,ITEM00279,S002,2025-09-03 19:14:46,S3YE74M3BOJ3
2,Transfer,3.22,Sports,1.61,cq04u2vo,ITEM00385,S010,2025-09-03 10:55:29,E4NV6VLFQ25U
2,Mobile,230.44,Sports,115.22,7m2mfmqf,ITEM00940,S005,03-09-25 15:45,ISPAS2FQ8XZQ
5,Cash,238.05,Home,47.61,yqddwsrm,ITEM00961,S017,2025-09-03 06:52:56,QFP8FQOD8ATE
5,Cash,1250.05,Groceries,250.01,v13ord22,ITEM00968,S015,09/03/2025 09:25AM,8OFRJMTHB0FC
1,Cash,307.27,Toys,307.27,0y1ekzaf,ITEM00473,S001,2025/09/03 19:30:10,W5AA8Q98TDP1
1,Mobile,400.40,Toys,400.40,lv0m8azb,ITEM00338,S005,2025-09-03 18:19:36,CSXETS8230LW
3,Transfer,193.53,Electronics,64.51,5xfy4uju,ITEM00753,S011,2025-09-03 06:17:55,ZRA96WRENBJM
4,Transfer,991.88,Home,247.97,xum1mfcm,ITEM00360,S008,03-09-25 10:51,1FWU5SPV9OO2
3,Transfer,1260.72,Home,420.24,ramkiz62,ITEM00828,S016,2025-09-03 06:34:41,Z58G68R2KAB4
3,Cash,460.17,Electronics,153.39,yke6kqns,ITEM00525,S011,09/03/2025 09:12PM,K8MBCG1WYVIL
2,Card,164.02,Home,82.01,gxlzzckc,ITEM00853,S008,2025-09-03 23:54:22,3SPPJRTN7649
4,Cash,430.00,Toys,107.50,2qa8p5bq,ITEM00808,S006,09/03/2025 11:32PM,F0TV39I2HM14
1,Cash,34.82,Electronics,34.82,x14yp0hg,ITEM00673,S012,2025-09-03 08:30:15,1V9K7CWZQC0I
5,Mobile,2240.15,Groceries,448.03,tsf79i83,ITEM00388,S020,2025/09/03 21:53:45,JIO0RNI5QOJI
5,Card,1536.85,Clothing,307.37,wulsugx1,ITEM00167,S005,2025-09-03T05:42:30,A6J75C96JXJ0
2,Card,250.16,Toys,125.08,8eyikwnt,ITEM00709,S005,2025-09-03 16:46:25,2P96TEVB4B0T
4,Card,348.12,Groceries,87.03,30apcjsp,ITEM00229,S010,2025-09-03 10:33:55,BBNW3QWAJVIC
5,Card,1187.25,Clothing,237.45,mjtuf57f,ITEM00909,S003,2025-09-03 11:32:14,6P4KGVAZ877V
1,Mobile,78.88,Electronics,78.88,hs3lhnw9,ITEM00466,S011,2025-09-03 22:26:04,33XHS18EW7TQ
-5,Mobile,971.58,Groceries,323.86,bna91mnc,ITEM00746,S001,09/03/2025 05:30AM,VL5OROPAWLWN
-1,Mobile,N/A,Clothing,199.46,rrvjnd98,ITEM00089,S019,2025-09-03 13:10:39,2IY7KCCR30BD
2,Transfer,898.66,Groceries,449.33,5oh1cmdd,ITEM00875,S013,03-09-25 09:34,3UZWUNGTBKZT
5,Cash,910.40,Sports,182.08,owrdus5l,ITEM00612,S006,2025/09/03 22:56:06,7NJWO6DS3SHA
4,Mobile,515.08,Clothing,128.77,i2zce2qw,ITEM00237,S015,2025/09/03 09:37:14,RS71WO1DELD1
5,Cash,2277.50,Clothing,455.50,6x72b6wt,ITEM00506,S002,2025-09-03 05:10:58,2IBO224HSX02
-4,Mobile,224.57,Toys,224.57,7n46ywp2,ITEM00803,S020,2025-09-03 01:34:05,MHHOPYB5X2ZW
1,Mobile,65.28,Groceries,65.28,6ewj1hs0,ITEM00013,S007,03-09-25 02:12,FV1303JRDH22
2,Cash,594.10,Clothing,297.05,8487jfcm,ITEM00481,S014,2025-09-03 23:32:25,W3OD660U92QA
1,Cash,371.68,Electronics,371.68,c9uxc8wc,ITEM00506,S006,09/03/2025 12:18PM,20AXEVUO4M23
4,Card,1182.00,Sports,295.50,l9786ceb,ITEM00653,S002,2025-09-03 05:26:17,7XCUJRXPGX5C
2,Card,474.26,Electronics,237.13,uolt0go9,ITEM00110,S012,2025-09-03 20:18:21,Q70I656NYA4S
1,Card,64.28,Electronics,64.28,omwhinpv,ITEM00108,S016,2025-09-03 12:35:41,0Y7FLMNA12VM
5,Mobile,842.00,Clothing,168.40,unjw0esq,ITEM00863,S003,09/03/2025 11:00PM,QLGM0T7AC2ID
1,Card,42.85,Home,42.85,7tauz3l5,ITEM00587,S014,2025-09-03 08:30:25,URDOE8V49NPZ
3,Cash,451.80,Sports,150.60,obk0zjfn,ITEM00890,S020,2025-09-03 08:21:24,VV1MDMM6OC6I
5,Mobile,18.95,Clothing,3.79,yxza6xmy,ITEM00560,S011,09/03/2025 07:16AM,RQZKHOGQMRDP
1,Mobile,295.51,Sports,295.51,ilrzcugk,ITEM00534,S006,2025-09-03 10:55:29,QOP5849CG4U7
3,Card,273.09,Groceries,91.03,nopzowff,ITEM00745,S005,2025-09-03 12:21:58,MWVVQ1BDZDHV
5,Mobile,416.90,Electronics,83.38,0xx0kbrl,ITEM00189,S014,2025-09-03 21:48:34,PDLF5H41L9PR
5,Card,1795.15,Groceries,359.03,j8t58kom,ITEM00029,S020,2025-09-03 19:14:35,K27EKIS01AF4
4,Mobile,621.32,Sports,155.33,3m6utefo,ITEM00931,S018,2025-09-03 23:18:07,F138PITSDS0C
3,Cash,1120.26,Electronics,373.42,vworers3,ITEM00841,S014,2025-09-03 22:57:51,JEZ7AG54SBK4
2,Transfer,81.38,Groceries,40.69,ubd880md,ITEM00220,S007,03-09-25 03:20,BPK1689J254I
2,Transfer,914.26,Toys,457.13,xd5uey9h,ITEM00983,S020,2025-09-03 11:25:41,MCG7TWHOIJSD
5,Mobile,795.35,Electronics,159.07,g9lr4p59,ITEM00980,S012,03-09-25 08:02,GFZ5ADGBASNH
3,Mobile,221.91,Home,73.97,a7tzvj0v,ITEM00970,S016,2025-09-03 17:47:41,X89XPE906438
2,Cash,487.76,Groceries,243.88,vt0nvj1m,ITEM00735,S014,2025-09-03 19:21:55,1DQYICT2Y9JE
3,Cash,262.05,Sports,87.35,5uiyty94,ITEM00374,S017,2025-09-03 22:07:57,46QL6CRGDQAP
2;Mobile;116.02;Electronics;58.01;fvl4xt50;ITEM00074;S003;2025-09-03 21:03:27;2OPANZ99JKPW
